K_.rlow	57	227	stroke2
l	19	-103	stroke1
L_	78	8	stroke1
less	400	-29	stroke1
l.high	-67	-119	stroke1
_L_ira	-28	-163	stroke1
_L_ira	26	1	stroke2
_L_ira	408	227	stroke3
l.low	-88	-263	stroke1
L_.rlow	78	8	stroke1
m	-81	-381	stroke1
M_	40	213	stroke1
_M_athP_i	389	-27	stroke1
_M_athP_i	244	-19	stroke2
_M_athP_i	17	-243	stroke3
m.high	-67	-119	stroke1
m.low	-88	-263	stroke1
M_.rlow	40	213	stroke1
mu	-182	-679	stroke1
mu	220	-47	stroke2
multiply	496	50	stroke1
multiply	131	134	stroke2
n	-87	-381	stroke1
N_	13	213	stroke1
n.high	-67	-119	stroke1
nine	674	90	stroke1
n.low	-88	-263	stroke1
N_.rlow	14	214	stroke1
numbersign	8	-95	stroke1
numbersign	89	89	stroke2
numbersign	565	216	stroke3
numbersign	381	234	stroke4
o	153	-217	stroke1
O_	452	94	stroke1
o.alt	152	-225	stroke1
o.alt.high	194	-224	stroke1
o.alt.high	-67	-113	stroke2
o.alt.low	-91	-261	stroke1
o.alt.low	223	-229	stroke2
oe	192	-43	stroke1
O_E_	448	84	stroke1
oe.high	-67	-119	stroke1
oe.low	-88	-264	stroke1
O_E_.rlow	448	84	stroke1
o.high	-68	-118	stroke1
o.high	215	-218	stroke2
o.low	-89	-263	stroke1
o.low	283	-218	stroke2
one	615	240	stroke1
O_.rhigh	449	84	stroke1
oslash	399	-97	stroke1
oslash	174	-44	stroke2
O_slash	656	201	stroke1
O_slash	398	84	stroke2
oslash.high	422	-86	stroke1
oslash.high	-67	-119	stroke2
oslash.low	502	-86	stroke1
oslash.low	-88	-264	stroke2
p	-65	-319	stroke1
P_	-49	-47	stroke1
paragraph	624	256	stroke1
paragraph	502	261	stroke2
paragraph	694	110	stroke3
parenleft	541	127	stroke1
parenright	222	248	stroke1
percent	449	170	stroke1
period	-28	-400	stroke1
periodcentered	-28	-152	stroke1
_P_eso	71	35	stroke1
_P_eso	123	164	stroke2
_P_eso	333	256	stroke3
p.high	-67	-111	stroke1
p.high	81	-245	stroke2
